,pares_ordenados,primeira_palavra,comprimento,fonema,palavras,frase,abs_posicao
259,"[(144332, 0), (144333, 0), (144334, 0), (144336, 0)]",144332,4,a,"[144332, 144333, 144334, 144336]"," dali o proteger [a]té [a]o [a]campamento, [a]quele
 comandante,",110270
260,"[(145484, 1), (145484, 3), (145485, 0), (145488, 0)]",145484,4,a,"[145484, 145484, 145485, 145488]","
 O gado di[a]ri[a]mente [ad]quirido— oito [a] dez cabeças—",111137
261,"[(145556, 0), (145556, 3), (145557, 0), (145559, 0), (145561, 4), (145563, 0)]",145556,6,a,"[145556, 145556, 145557, 145559, 145561, 145563]"," mandioca, que [a]tenu[a]vam [a] princípio [a]
 sensabori[a] dessa [a]limentação de feras,",111191
262,"[(146414, 0), (146415, 0), (146416, 0), (146418, 0)]",146414,4,a,"[146414, 146415, 146416, 146418]",".

 [as]salto [a]o [a]campamento. [a] matadeira
 E",111848
263,"[(146655, 0), (146656, 1), (146657, 0), (146658, 1)]",146655,4,a,"[146655, 146656, 146657, 146658]", O ascendente deste [a]vultava di[a] [a] di[a]. Descobriam-,112032
264,"[(147619, 0), (147620, 1), (147621, 2), (147625, 0)]",147619,4,a,"[147619, 147620, 147621, 147625]"," engravescer- se [a] su[a] situ[a]ção
 precária, [a] tropa não resistiria",112759
265,"[(147761, 2), (147763, 3), (147765, 4), (147767, 3), (147769, 1)]",147761,5,du,"[147761, 147763, 147765, 147767, 147769]"," na Favela: soman[do], subtrain[do], multiplican[do] e dividin[do]; pon[do] em
 equação",112867
266,"[(147918, 0), (147920, 4), (147921, 0), (147925, 0), (147927, 3)]",147918,5,a,"[147918, 147920, 147921, 147925, 147927]"," E sobre tudo [a]quilo uma monotoni[a] [a]cabrunhadora... [a] sucessão invari[á]vel das mesmas
",112982
267,"[(148188, 3), (148191, 2), (148193, 1), (148193, 4)]",148188,4,tSi,"[148188, 148191, 148193, 148193]"," ondulante das serras igualmen[te] desertas, reba[ti]das, ni[ti]damen[te], na
",113179
268,"[(148500, 0), (148501, 3), (148503, 0), (148504, 3)]",148500,4,u,"[148500, 148501, 148503, 148504]"," Fazia
 calar [o] bombardei[o]. [o] silenci[o] descia amortecedoramente sobre",113421
269,"[(148586, 0), (148586, 2), (148587, 0), (148588, 4)]",148586,4,a,"[148586, 148586, 148587, 148588]"," adversário que se [a]li[a]ra [à] providenci[a].
 Imaginavam",113484
270,"[(148645, 0), (148646, 3), (148648, 0), (148649, 0), (148650, 0)]",148645,5,a,"[148645, 148646, 148648, 148649, 148650]", jagunços. Tudo [a] sugeri[a]. [a]ceita [a]inda [a] hipótese de previrem,113527
271,"[(148835, 0), (148836, 0), (148836, 3), (148841, 0), (148841, 2)]",148835,5,a,"[148835, 148836, 148836, 148841, 148841]"," misericórdia do jagunço [à]quela [a]goni[a] lenta.

 [ha]vi[a] permanente em todos",113675
272,"[(150368, 0), (150369, 2), (150370, 2), (150371, 0), (150374, 0)]",150368,5,a,"[150368, 150369, 150370, 150371, 150374]"," contavam, o [a]taque plane[a]do devi[a] [a]ter- se [à] condição essencial de",114835
273,"[(150759, 0), (150761, 1), (150762, 3), (150765, 3)]",150759,4,a,"[150759, 150761, 150762, 150765]"," cada soldado procura [a]
 su[a] companhi[a], cada companhi[a] o seu batalhão",115147
274,"[(151243, 0), (151245, 0), (151247, 4), (151251, 4), (151253, 0)]",151243,5,a,"[151243, 151245, 151247, 151251, 151253]","- formada, [as]sim como [a] de artilhari[a], que
 secundari[a] o [a]taque num bombardeio firme",115517
275,"[(151291, 0), (151293, 0), (151296, 1), (151299, 0)]",151291,4,a,"[151291, 151293, 151296, 151299]"," de 7½. [a] 2ª [a]companhá- la i[a]
 fechando [a] retaguarda.
",115558
276,"[(151935, 0), (151938, 1), (151941, 0), (151943, 0)]",151935,4,a,"[151935, 151938, 151941, 151943]","
 As colunas [a]balaram, no di[a] 18, [a]inda alta [a] madrugada. Contramarchando",116046
277,"[(152033, 3), (152035, 2), (152038, 1), (152038, 2)]",152033,4,da,"[152033, 152035, 152038, 152038]"," Krupps, rangendo emperra[da]mente na vere[da] mal
 gra[da][da], a perturbavam",116118
278,"[(152076, 0), (152078, 0), (152080, 0), (152081, 0), (152084, 0), (152084, 2)]",152076,6,a,"[152076, 152078, 152080, 152081, 152084, 152084]"," triste. As [a]ves tinham [a]bandonado espavoridas [a]queles [a]res varridos, [ha]vi[a] um
 mês",116146
279,"[(152535, 3), (152538, 0), (152540, 0), (152543, 2)]",152535,4,du,"[152535, 152538, 152540, 152543]"," compactos,
 abeiran[do]- se [do] leito [do] rio, transpon[do]- o.",116491
280,"[(152649, 0), (152650, 0), (152652, 4), (152654, 0), (152657, 0)]",152649,5,a,"[152649, 152650, 152652, 152654, 152657]"," esquerda— enquanto [a] [a]la de cavalari[a], [a]vantajando- se [a] toda brida a",116576
281,"[(153091, 0), (153091, 3), (153093, 0), (153094, 0), (153096, 2)]",153091,5,a,"[153091, 153091, 153093, 153094, 153096]",", única banda [a]propri[a]da
 [a]os [a]linhamentos, enfi[a]vam num labirinto de",116912
282,"[(153868, 3), (153869, 0), (153871, 0), (153872, 3), (153877, 0)]",153868,5,a,"[153868, 153869, 153871, 153872, 153877]"," os rumos, pareci[a] [a]drede disposta [a] desnorte[á]- los.
 [a]penas no meio da",117480
283,"[(154126, 4), (154129, 0), (154131, 0), (154131, 2)]",154126,4,a,"[154126, 154129, 154131, 154131]"," das igrejas, ofereci[a]- se [a]os combatentes [á]re[a] mais desimpedida e",117672
284,"[(154219, 2), (154221, 2), (154222, 2), (154224, 1)]",154219,4,ta,"[154219, 154221, 154222, 154224]"," centro para a direi[ta], comple[ta]mente expos[ta], es[ta]va
 dominada pelas",117742
285,"[(154717, 3), (154719, 0), (154722, 2), (154723, 0)]",154717,4,du,"[154717, 154719, 154722, 154723]"," um rosto
 bronzea[do] e [du]ro. E pulan[do] [do] fojo, sem",118110
286,"[(154944, 0), (154946, 0), (154948, 0), (154949, 0)]",154944,4,a,"[154944, 154946, 154948, 154949]",", que se [a]longava para [a] esquerda [a]té [a]o Vaza- Barris",118287
287,"[(155547, 0), (155549, 0), (155550, 0), (155550, 2)]",155547,4,a,"[155547, 155549, 155550, 155550]"," companheiros, reduzindo [a] batalha [à] [á]re[a] estreita em que",118753
288,"[(155603, 0), (155606, 0), (155608, 0), (155609, 1)]",155603,4,a,"[155603, 155606, 155608, 155609]"," em luta braço [a] braço, [a]giam, [à] to[a], por conta",118797
289,"[(156394, 0), (156395, 0), (156395, 2), (156397, 0), (156400, 0)]",156394,5,a,"[156394, 156395, 156395, 156397, 156400]"," Favela.
 [a]li [ha]vi[a], [a]o menos, [a] esperança do assalto",119387
290,"[(156539, 2), (156543, 0), (156544, 0), (156546, 2)]",156539,4,a,"[156539, 156543, 156544, 156546]"," da igreja velha bati[a], calmamente, [a] [a]ve- mari[a]; e,",119496
291,"[(156887, 0), (156890, 0), (156892, 0), (156894, 2)]",156887,4,a,"[156887, 156890, 156892, 156894]",", desvairando- [a] e
 [ar]rebatando- [a] em ide[a]lizações de iluminados.",119754
292,"[(157054, 3), (157056, 1), (157059, 0), (157060, 5)]",157054,4,si,"[157054, 157056, 157059, 157060]"," Uma tropa exclusivamente robuste[ci]da pela dis[ci]plina, que [se] desorganizas[se] daquela
 maneira",119886
293,"[(157602, 2), (157604, 2), (157606, 0), (157608, 0), (157609, 0), (157612, 0)]",157602,6,a,"[157602, 157604, 157606, 157608, 157609, 157612]"," que estava
 siti[a]da. tolhi[a]- [a] o [ar]raial [a] oeste. [a]o sul os altos",120321
294,"[(157641, 0), (157642, 0), (157642, 2), (157644, 1), (157645, 0), (157647, 0)]",157641,6,a,"[157641, 157642, 157642, 157644, 157645, 157647]"," deserto impenetrável. [a] [á]re[a] da su[a] [a]ção
 [a]parentemente aumentara. Dois",120353
295,"[(157781, 0), (157782, 2), (157785, 0), (157788, 0)]",157781,4,a,"[157781, 157782, 157785, 157788]"," breve trecho do [ar]raial copi[a]vam, linha [a] linha. [a] reclusão que antes",120460
296,"[(157992, 0), (157994, 0), (157995, 1), (157997, 0)]",157992,4,a,"[157992, 157994, 157995, 157997]"," depois de
 [a]travessar com [a] su[a] brigada [a] zona perigosa e",120622
297,"[(158807, 1), (158810, 0), (158811, 4), (158813, 3)]",158807,4,a,"[158807, 158810, 158811, 158813]"," transmudou.
 di[a] 19— [a] fuzilari[a] inimiga principi[a] às cinco horas",121262
298,"[(159116, 0), (159117, 0), (159118, 3), (159120, 0), (159122, 0), (159123, 4), (159124, 0)]",159116,7,a,"[159116, 159117, 159118, 159120, 159122, 159123, 159124]"," 22— Sem [a]guardar [a] inici[a]tiva do [ad]versário, [a] artilhari[a] [a]bre o canhoneio às",121503
299,"[(159604, 0), (159607, 1), (159609, 0), (159610, 0)]",159604,4,a,"[159604, 159607, 159609, 159610]","
 praças. [a]o meio- di[a] cessa [a] [a]gitação.
 Súbito",121884
300,"[(160422, 1), (160425, 1), (160427, 4), (160429, 1)]",160422,4,dus,"[160422, 160425, 160427, 160429]",", em inúmeros ban[dos],
 to[dos] os desfaleci[dos] e to[dos] os inúteis,",122505
301,"[(161342, 0), (161344, 0), (161347, 0), (161348, 0)]",161342,4,dZi,"[161342, 161344, 161347, 161348]",", a barragem [de] aço [de]
 suas [di]visões [de] artilharia; no",123207
302,"[(161586, 1), (161587, 0), (161588, 0), (161588, 3)]",161586,4,a,"[161586, 161587, 161588, 161588]",", mal
 re[a]gindo [à] [a]trofi[a] no fundo das",123389
303,"[(161706, 0), (161706, 3), (161709, 0), (161713, 0)]",161706,4,a,"[161706, 161706, 161709, 161713]"," e pelo
 [ar]repi[a]do— e [a]tufando- se, [a]os pinchos, nas",123480
304,"[(162268, 0), (162270, 2), (162271, 1), (162273, 0)]",162268,4,a,"[162268, 162270, 162271, 162273]", minutos. E [a] noite desci[a] chei[a] de [a]meças...,123908
305,"[(162714, 3), (162716, 0), (162717, 0), (162720, 0)]",162714,4,a,"[162714, 162716, 162717, 162720]"," surda— energias encade[a]das, [a]dormecidas [a]penas, prestes [a] rebentarem todas,",124234
306,"[(164330, 3), (164333, 1), (164333, 3), (164334, 0)]",164330,4,a,"[164330, 164333, 164333, 164334]"," ao forte de jequitai[a], contemplava di[a]ri[a]mente [a] passagem do heroísmo",125457
307,"[(166676, 1), (166678, 0), (166679, 1), (166681, 0)]",166676,4,a,"[166676, 166678, 166679, 166681]",", cuja feição di[a]
 [a] di[a] se [a]gravava num episodear extremado",127248
308,"[(167733, 3), (167735, 3), (167737, 3), (167739, 2), (167741, 2), (167743, 2)]",167733,6,du,"[167733, 167735, 167737, 167739, 167741, 167743]"," salva—
 chamusca[do], balea[do], golpea[do]— corren[do], saltan[do], rolan[do],
 impalpável",128018
309,"[(168969, 1), (168969, 2), (168971, 2), (168972, 1)]",168969,4,ra,"[168969, 168969, 168971, 168972]"," Baixas, onde pa[ra][ra] na véspe[ra] pa[ra] aguardar a vinda",128956
310,"[(169389, 0), (169391, 0), (169392, 2), (169394, 0)]",169389,4,a,"[169389, 169391, 169392, 169394]"," Este seguiu em [a]gosto para [a] bahi[a], [a]o tempo que de",129273
311,"[(169513, 0), (169516, 0), (169518, 0), (169518, 3)]",169513,4,a,"[169513, 169516, 169518, 169518]"," caboclo trigueiro e [a]o branco, [a]li se [a]gremi[a]vam sob
 o",129370
312,"[(169586, 0), (169587, 2), (169588, 0), (169588, 3)]",169586,4,a,"[169586, 169587, 169588, 169588]", entrelaçamento belíssimo. [a] bahi[a] [a]tavi[a]ra- se para,129430
313,"[(169615, 0), (169616, 0), (169618, 0), (169618, 3), (169621, 0)]",169615,5,a,"[169615, 169616, 169618, 169618, 169621]"," e, partida [a] [ha]bitual
 [a]pati[a], revestiu [a] feição guerreira do",129451
314,"[(170207, 0), (170207, 3), (170210, 3), (170211, 0)]",170207,4,a,"[170207, 170207, 170210, 170211]","
 inteiriça, [a]feiço[a]ra- se todavi[a] [a]o automatismo típico dessas",129905
315,"[(172084, 3), (172086, 0), (172087, 1), (172089, 0)]",172084,4,a,"[172084, 172086, 172087, 172089]",". O mais caluni[a]do dos [a]nimais i[a]
 [as]sentar, dominadoramente,",131334
316,"[(172531, 0), (172532, 0), (172534, 0), (172537, 0)]",172531,4,a,"[172531, 172532, 172534, 172537]"," a expedição que [a]té [à]quela data [a]travessara, presa [a]os
 flancos do",131676
317,"[(172686, 0), (172688, 0), (172688, 2), (172690, 0)]",172686,4,a,"[172686, 172688, 172688, 172690]"," Por
 fim [a] existência [a]le[a]tória, [a] terços de rações",131793
318,"[(172865, 0), (172866, 3), (172868, 0), (172870, 3)]",172865,4,a,"[172865, 172866, 172868, 172870]"," dos canhoneios. [a] travessi[a] para [a] Favela continu[a]va,
 por",131935
319,"[(173055, 2), (173056, 1), (173058, 0), (173062, 0)]",173055,4,si,"[173055, 173056, 173058, 173062]"," inamolgáveis. E pare[ci]am dis[ci]plinar- [se]. Correspondiam- [se], de um",132084
320,"[(173244, 1), (173246, 0), (173249, 1), (173251, 4)]",173244,4,a,"[173244, 173246, 173249, 173251]"," e em certo di[a] de [a]gosto
 20 mu[a]res da artilhari[a] foram capturados,",132232
321,"[(173562, 0), (173562, 2), (173563, 1), (173564, 3)]",173562,4,tSi,"[173562, 173562, 173563, 173564]","
 Mas, [ti]ran[te] es[te] inciden[te], fora perdida",132480
322,"[(173611, 0), (173612, 0), (173614, 0), (173616, 1)]",173611,4,a,"[173611, 173612, 173614, 173616]"," pela noite dentro [a]té [a]o
 [a]manhecer. re[a]tou- se durante",132518
323,"[(173872, 0), (173873, 2), (173874, 3), (173877, 2)]",173872,4,a,"[173872, 173873, 173874, 173877]",", porém, [a] situ[a]ção mudari[a]. Canudos teri[a] em torno,",132710
324,"[(174395, 1), (174398, 2), (174400, 3), (174404, 3)]",174395,4,du,"[174395, 174398, 174400, 174404]","- nas em to[do] o
 senti[do], profanan[do]- as, mascaran[do]- as,",133092
325,"[(174708, 0), (174711, 0), (174714, 0), (174717, 0)]",174708,4,ow,"[174708, 174711, 174714, 174717]"," terra estranha. [ou]tros hábitos. [ou]tros quadros. [ou]tra gente. [ou]tra
 língua mesmo",133322
326,"[(174993, 3), (174995, 1), (174996, 0), (174997, 1)]",174993,4,a,"[174993, 174995, 174996, 174997]"," de matutos lhes devolvi[a], di[a] [a] di[a], mutilados
",133535
327,"[(175900, 0), (175901, 1), (175905, 2), (175907, 1)]",175900,4,a,"[175900, 175901, 175905, 175907]"," Era uma arma [à] to[a], xixilada: fazi[a] um zo[a]dão danado, mas",134227
328,"[(176339, 0), (176339, 3), (176341, 0), (176342, 0)]",176339,4,a,"[176339, 176339, 176341, 176342]"," e passo se [a]centu[a]va, [a]companhando [a] aspereza

",134570
329,"[(176793, 0), (176795, 0), (176797, 3), (176799, 0)]",176793,4,a,"[176793, 176795, 176797, 176799]"," batalhas.
 [a] comitiva [a]vançava e esqueci[a] logo [a] imagem do sertanejo",134918
330,"[(178158, 0), (178158, 2), (178159, 0), (178161, 0)]",178158,4,a,"[178158, 178158, 178159, 178161]", bala de carabina [ha]vi[a] [a]batido no [ar]raial um cabecilha de,135970
331,"[(178537, 0), (178538, 4), (178540, 0), (178542, 0), (178545, 0)]",178537,5,a,"[178537, 178538, 178540, 178542, 178545]"," inteiro, calando [a] fuzilari[a], [a]troou os [a]res em
 [a]laridos retumbantes.
",136257
332,"[(179065, 2), (179066, 3), (179067, 0), (179068, 2)]",179065,4,da,"[179065, 179066, 179067, 179068]"," em torno à viven[da] estruí[da] [da] fazen[da] Velha.
",136666
333,"[(179222, 3), (179224, 0), (179226, 0), (179228, 4)]",179222,4,a,"[179222, 179224, 179226, 179228]"," Sete de Setembro sobrance[a]va o [ar]raial. [a]
 periferi[a] do sítio aumentara",136791
334,"[(179325, 2), (179327, 0), (179329, 2), (179331, 0)]",179325,4,a,"[179325, 179327, 179329, 179331]"," campanha.
 ide[a]ra- [a], plane[a]ra- [a] e executara-",136870
335,"[(179569, 1), (179570, 0), (179574, 2), (179576, 1)]",179569,4,a,"[179569, 179570, 179574, 179576]"," bem preparada para re[a]gir [à] invasão.
 parti[a] de ju[á], onde bifurcava",137059
336,"[(181084, 4), (181085, 0), (181086, 0), (181090, 0)]",181084,4,a,"[181084, 181085, 181086, 181090]"," misterioso, que conservari[a] [a]té [a]o fim.
 [a]vantajando- se no",138227
337,"[(181410, 1), (181411, 0), (181413, 0), (181415, 0)]",181410,4,a,"[181410, 181411, 181413, 181415]","
 No outro di[a] [a]tingiram o [ar]raial. [a] paragem morta reanimou",138478
338,"[(181893, 0), (181895, 0), (181897, 0), (181899, 0), (181899, 4)]",181893,5,a,"[181893, 181895, 181897, 181899, 181899]"," sentir,
 [a]guardavam o [as]salto. [a] brigada [a]pareci[a] como uma longa",138827
339,"[(181919, 0), (181919, 3), (181920, 0), (181922, 0)]",181919,4,a,"[181919, 181919, 181920, 181922]", e grande que [a]brangi[a] [a] natureza [a]dormecida e quieta.,138849
340,"[(182330, 0), (182331, 0), (182334, 0), (182337, 0)]",182330,4,a,"[182330, 182331, 182334, 182337]"," eram as únicas [a]justáveis [a]o meio. [a] canícula
 [a]brasante, transmudando as",139164
341,"[(183376, 0), (183378, 0), (183381, 0), (183382, 0)]",183376,4,a,"[183376, 183378, 183381, 183382]"," duas vezes se [a]venturou, [à] noite, [a] [a]travessar todo o
",139966
342,"[(183900, 0), (183903, 2), (183904, 0), (183905, 0)]",183900,4,a,"[183900, 183903, 183904, 183905]",", voltado para [a] praça, fazi[a] [a]o [a]caso um reclamo qualquer",140370
343,"[(185678, 3), (185681, 0), (185683, 0), (185685, 0), (185687, 0), (185688, 0)]",185678,6,a,"[185678, 185681, 185683, 185685, 185687, 185688]"," canhões da Favela inici[a]vam renhido
 [a]taque, [a]traindo para [a]quele lado [a] [a]tenção do inimigo,",141734
344,"[(186425, 0), (186426, 0), (186429, 2), (186431, 0), (186433, 0), (186437, 0)]",186425,6,a,"[186425, 186426, 186429, 186431, 186433, 186437]"," Esta refrega, [a]troando [a]o norte, eco[a]va no [a]campamento, [a]larmando- o. [a]testadas de
 curiosos",142287
345,"[(186596, 5), (186598, 0), (186600, 5), (186602, 0), (186603, 3)]",186596,5,a,"[186596, 186598, 186600, 186602, 186603]","
 Nesses intervalos desapareci[a] o [ar]raial. desapareci[a] inteiramente [a] casari[a]. Diante dos",142415
346,"[(187235, 0), (187237, 0), (187238, 4), (187240, 2)]",187235,4,a,"[187235, 187237, 187238, 187240]",".
 Circuitava [a]gora toda [a] periferi[a] do povo[a]do uma linha interrompida",142883
347,"[(188533, 3), (188536, 4), (188538, 3), (188540, 3)]",188533,4,du,"[188533, 188536, 188538, 188540]"," das tendas, estralan[do],
 ricochetan[do], ressaltan[do], desparzin[do] nos flancos das",143832
348,"[(189586, 0), (189589, 0), (189590, 0), (189591, 0)]",189586,4,a,"[189586, 189589, 189590, 189591]", e o estrangulamento [à] degola. [a]vançar [a]té [à] primeira covanca profunda,144617
349,"[(190058, 0), (190061, 3), (190064, 0), (190067, 0)]",190058,4,a,"[190058, 190061, 190064, 190067]"," ligeiramente curvo. [a] grenha, demasi[a]damente crescida, [a]fogava- lhe [a]
 fronte estreita",144976
350,"[(190758, 0), (190760, 0), (190762, 0), (190763, 0)]",190758,4,a,"[190758, 190760, 190762, 190763]"," aquele demônio de [a]náguas, [a]quela bruxa [a]gourentando [a] vitória próxima
",145491
351,"[(191252, 2), (191253, 0), (191254, 0), (191261, 0), (191261, 3), (191264, 0), (191266, 0), (191267, 5)]",191252,8,a,"[191252, 191253, 191254, 191261, 191261, 191264, 191266, 191267]"," A História não iri[a] [a]té [a]li.

 329

 [a]feiço[a]ra- se [a] ver [a] fisionomi[a] temerosa dos povos",145857
352,"[(191428, 0), (191431, 0), (191434, 0), (191435, 0)]",191428,4,a,"[191428, 191431, 191434, 191435]"," todos os rancores [a]cumulados, e [ar]rojou, armada [a]té [a]os dentes,
",145994
353,"[(192082, 0), (192086, 1), (192086, 3), (192089, 0)]",192082,4,a,"[192082, 192086, 192086, 192089]"," Desvairava- lhes [a] fama.
 co[a]gi[a]- os [a]o constrangimento de receberem",146485
354,"[(192380, 0), (192383, 0), (192386, 0), (192389, 0)]",192380,4,be~j~,"[192380, 192383, 192386, 192389]","— robustos, [bem] fardados, [bem] nutridos, [bem] armados, [bem]
 dispostos—",146704
355,"[(192911, 0), (192914, 0), (192917, 3), (192919, 2), (192920, 0)]",192911,5,a,"[192911, 192914, 192917, 192919, 192920]"," balas sobre os [as]saltantes.
 [a]pesar disto, continu[a]va inteiramente vazi[a] [a] praça. Ninguém",147098
356,"[(193600, 0), (193601, 0), (193602, 2), (193604, 3)]",193600,4,a,"[193600, 193601, 193602, 193604]","
 vencido. [a]demais [a] situ[a]ção não requeri[a] maiores esforços.",147615
357,"[(193767, 0), (193769, 0), (193770, 0), (193773, 4)]",193767,4,a,"[193767, 193769, 193770, 193773]","- se todos [a]o sul [a]tendiam [à] conquista
 momentâne[a] das cacimbas,",147743
358,"[(195578, 0), (195580, 1), (195581, 0), (195582, 3)]",195578,4,da,"[195578, 195580, 195581, 195582]"," três metros, [da] outra ban[da] [da] paliça[da]...",149072
359,"[(195889, 0), (195892, 0), (195893, 0), (195897, 2)]",195889,4,a,"[195889, 195892, 195893, 195897]"," em poder dos [ha]bitantes. Os [ad]versários [a]cotovelavam- se. ouvi[a]- se,",149308
360,"[(197253, 0), (197255, 0), (197256, 1), (197259, 0), (197260, 3)]",197253,5,a,"[197253, 197255, 197256, 197259, 197260]"," subindo e
 [a]travessando, [à] mei[a] encosta, [a] bateri[a] de Krupps emparcada",150318
361,"[(198320, 0), (198322, 0), (198322, 2), (198323, 0)]",198320,4,a,"[198320, 198322, 198322, 198323]", de uma hora [a] estreita [á]re[a] [a] expugnar- se,151117
362,"[(198404, 4), (198406, 0), (198409, 3), (198410, 0)]",198404,4,a,"[198404, 198406, 198409, 198410]"," chefe, de infantari[a]
 [a]vançar!, seguiri[a] [a] marche- marche",151183
363,"[(198541, 0), (198542, 0), (198543, 0), (198544, 0)]",198541,4,a,"[198541, 198542, 198543, 198544]"," das baterias próximas [a]o [a]campamento [a]té [a]o redente extremo,",151282
364,"[(198548, 0), (198551, 1), (198554, 1), (198556, 2)]",198548,4,da,"[198548, 198551, 198554, 198556]"," redente extremo, [da] outra
 ban[da], onde fin[da]va a estra[da] do Cambaio.",151288
365,"[(198773, 2), (198775, 0), (198779, 0), (198781, 0), (198783, 0), (198785, 0), (198788, 0)]",198773,7,a,"[198773, 198775, 198779, 198781, 198783, 198785, 198788]",", sobre o santu[á]rio e [a] latada;
 [ar]rebentavam nos [a]res; [ar]rebentavam sobre [a] praça; [ar]rebentavam sobre os colmos",151456
366,"[(199979, 0), (199982, 0), (199984, 2), (199988, 0), (199990, 0), (199991, 2), (199996, 0)]",199979,7,a,"[199979, 199982, 199984, 199988, 199990, 199991, 199996]"," Mas na espessa [a]fumadura dos
 [a]res embruscados branque[a]va, embaixo, [a] praça [a]bsolutamente vazi[a].
 Baixas
 [a]o fim de três",152339
367,"[(200564, 2), (200568, 2), (200570, 3), (200574, 3), (200579, 4)]",200564,5,du,"[200564, 200568, 200570, 200574, 200579]"," as espingardas, cruzan[do]- se, corren[do], esbarran[do]- se, abraçan[do]- se,
 torvelinhan[do] pelo largo—",152784
368,"[(201009, 4), (201012, 0), (201015, 4), (201018, 0), (201022, 0)]",201009,5,a,"[201009, 201012, 201015, 201018, 201022]","
 reveses, robusteci[a]- os [a] fome, empederni[a]- os [a] derrota.
 [a]demais entalhava- se",153111
369,"[(201308, 0), (201309, 0), (201309, 3), (201312, 0)]",201308,4,a,"[201308, 201309, 201309, 201312]"," entrincheiramentos.
 [a]diante [a]tordo[a]va- os [as]sonância indescritível de gritos",153334
370,"[(202323, 0), (202324, 0), (202326, 0), (202327, 2)]",202323,4,a,"[202323, 202324, 202326, 202327]", todo. Porque [a]té [a]quela hora [a] situ[a]ção não melhorara.,154089
371,"[(202400, 3), (202402, 2), (202404, 4), (202406, 3)]",202400,4,du,"[202400, 202402, 202404, 202406]"," e flamas, fulguran[do], rolan[do], arrebentan[do] e detonan[do] de encontro a",154143
372,"[(204136, 0), (204140, 2), (204142, 1), (204143, 0)]",204136,4,du,"[204136, 204140, 204142, 204143]"," seguia na direção [do]
 acampamento, passan[do] ao la[do] [do] quartel da primeira",155432
373,"[(204769, 0), (204769, 2), (204770, 1), (204772, 0), (204774, 0)]",204769,5,a,"[204769, 204769, 204770, 204772, 204774]", daqueles valentes que [ha]vi[a] mei[a] hora [a]inda jogavam [a] vida nas trincheiras,155901
374,"[(204892, 1), (204895, 2), (204897, 0), (204897, 1), (204897, 4)]",204892,5,ta,"[204892, 204895, 204897, 204897, 204897]"," uma menina, ne[ta],
 bisne[ta], [ta][ta]rane[ta] talvez. E",155994
375,"[(205466, 3), (205467, 0), (205469, 1), (205471, 2)]",205466,4,du,"[205466, 205467, 205469, 205471]"," soldados se haviam abeira[do] [do] último re[du]to e colhi[do] de um
",156429
376,"[(205783, 2), (205786, 0), (205787, 0), (205787, 3), (205789, 0)]",205783,5,a,"[205783, 205786, 205787, 205787, 205789]", ousada. E salte[a]va- os [a] [a]toni[a] do [as]sombro...,156675
377,"[(205946, 0), (205952, 0), (205955, 3), (205955, 5), (205956, 0)]",205946,5,a,"[205946, 205952, 205955, 205955, 205956]"," perspectiva maior, [a] vertigem...
 [a]demais, não desafi[a]ri[a] [a] incredulidade do futuro",156793
378,"[(206252, 0), (206254, 5), (206256, 3), (206260, 0)]",206252,4,si,"[206252, 206254, 206256, 206260]","
 para que [se] não desarticulas[se] ou deformas[se], reduzindo- [se] a uma massa",157025
379,"[(207739, 0), (207740, 0), (207741, 0), (207743, 0)]",207739,4,a,"[207739, 207740, 207741, 207743]"," natural que, [ad]mitida [a] [ar]rojada e [a]nimadora conjetura de que",158119
380,"[(207847, 0), (207848, 0), (207849, 0), (207850, 1)]",207847,4,a,"[207847, 207848, 207849, 207850]","
 chão; [a]diante [a] [a]rena fri[á]vel do quartzo triturado",158204
381,"[(208363, 0), (208365, 0), (208369, 0), (208370, 3)]",208363,4,a,"[208363, 208365, 208369, 208370]"," com os mesmos [á]tomos num [ar]ranjo semelhante,
 [a]presentam todavi[a] propriedades diversíssimas.",158603
382,"[(208496, 0), (208498, 1), (208499, 0), (208500, 0)]",208496,4,a,"[208496, 208498, 208499, 208500]","
 VII— [a] própria ca[a]tinga [a]li [as]sume aspecto novo.",158710
