exaustos,ADVL
apostaram,ACC
carreiras,ACC
doidas,N<
com,N<
os,>N
velozes,ADVL
animais,ADVL
em,ADVL
torno,>N
dos,ACC
quais,N<
a,N<
força,ACC
circulou,ACC
delirante,ADVL
de,N<
alegria,P<
",",PUnc
prefigurando,ADVL
os,ACC
regalos,ACC
de,N<
um,SUBJ
banquete,N<
",",PUnc
após,ADVL
dois,ADVL
dias,ADVL
de,N<
jejum,>N
forçado,ADVL
.,PUnc
e,ADVL
",",PUnc
uma,>N
hora,ADVL
depois,SUBJ
",",PUnc
acocorados,CJT
em,ADVL
torno,>N
das,>N
fogueiras,OC
",",PUnc
dilacerando,ADVL
carnes,ADVL
apenas,>N
sapecadas,N<
-,>N
andrajosos,N<
",",PUnc
imundos,CJT
",",PUnc
repugnantes,CJT
-,PUnc
",",PUnc
agrupavam-se,ADVL
",",PUnc
tintos,N<PRED
pelos,ADVL
clarões,SUBJ
dos,ACC
braseiros,N<
",",PUnc
os,ACC
heróis,ADVL
infelizes,N<
",",PUnc
como,CJT
um,SUBJ
bando,N<
de,N<
canibais,ADVL
famulentos,N<
em,ADVL
repasto,>N
bárbaro,ACC
...,N<
A,ADVL
expedição,SUBJ
no,N<
outro,N<
dia,ADVL
",",PUnc
cedo,ADVL
",",PUnc
prosseguiu,N<PRED
para,ADVL
Monte,N<PRED
Santo,ADVL
.,PUnc
Não,STA
havia,ACC
um,SUBJ
homem,ACC
válido,ACC
.,PUnc
Aqueles,ADVL
mesmos,STA
que,ACC
carregavam,N<
os,ACC
companheiros,N<
sucumbidos,ACC
claudicavam,N<
",",PUnc
a,ADVL
cada,N<PRED
passo,P<
",",PUnc
com,ADVL
os,ACC
pés,ADVL
sangrando,N<
",",PUnc
varados,CJT
de,N<
espinhos,N<
e,N<
cortados,>N
pelas,>N
pedras,N<
.,PUnc
Cobertos,SUBJ
de,N<
chapéus,N<
de,N<
palha,>N
grosseiros,N<
",",PUnc
fardas,CJT
em,ADVL
trapos,P<
",",PUnc
alguns,N<PRED
tragicamente,ADVL
ridículos,ADVL
mal,ADVL
velando,ADVL
a,ACC
nudez,ADVL
com,N<
os,ACC
capotes,N<
em,ADVL
pedaços,P<
",",PUnc
mal,CJT
alinhando-se,ADVL
em,ADVL
simulacro,P<
de,N<
formatura,CJT
",",PUnc
entraram,ADVL
pelo,ADVL
arraial,ACC
lembrando,ACC
uma,ACC
turma,ACC
de,N<
retirantes,P<
",",PUnc
batidos,SUBJ
dos,>N
sóis,>N
bravios,N<
",",PUnc
fugindo,ADVL
à,ADVL
desolação,ACC
e,CO
à,>N
miséria,CJT
.,PUnc
A,STA
população,STA
recebeu-os,N<
em,ADVL
silêncio,P<
.,PUnc
169,N<
Capitulo,N<
VI,N<
Procissão,STA
dos,ACC
jiraus,N<
Naquele,ADVL
mesmo,N<
dia,ADVL
",",PUnc
à,ADVL
tarde,ADVL
",",PUnc
animaram-se,CJT
de,N<PRED
novo,>N
as,ACC
encostas,N<
do,ACC
Cambaio,N<
.,PUnc
O,SUBJ
fragor,SUBJ
dos,N<
combates,N<
",",PUnc
porém,ADVL
",",PUnc
trocara-se,ADVL
pela,SUBJ
assonância,ADVL
das,ADVL
litanias,ACC
melancólicas,ACC
.,PUnc
Lentamente,SUBJ
",",PUnc
caminhando,N<
para,ADVL
Canudos,ACC
",",PUnc
extensa,ADVL
procissão,ADVL
derivava,N<ARGO
pelas,ACC
serras,N<
.,PUnc
Os,ADVL
crentes,SUBJ
substituíam,N<
os,ACC
trabalhadores,N<
e,ACC
volviam,CJT
para,CJT
o,ACC
arraial,N<
",",PUnc
carregando,ADVL
aos,ADVL
ombros,ADVL
",",PUnc
em,ADVL
toscos,>N
pálios,ADVL
de,N<
jiraus,P<
de,N<
paus,N<
roliços,ADVL
amarrados,ACC
com,N<
cipós,N<
",",PUnc
os,ACC
cadáveres,SUBJ
dos,ACC
mártires,ACC
da,N<
fé,N<
.,PUnc
O,SUBJ
dia,SUBJ
fora,ADVL
despendido,N<
na,ACC
lúgubre,ACC
pesquisa,ACC
",",PUnc
a,ADVL
que,SUBJ
se,ACC
dedicara,N<
a,ADVL
população,ADVL
inteira,N<
.,PUnc
Haviamse,SUBJ
esquadrinhado,ADVL
todas,>N
as,ACC
anfractuosidades,N<
",",PUnc
e,ACC
todos,>N
os,ACC
dédalos,ADVL
rasgados,N<
entre,N<
pedras,N<
",",PUnc
e,CJT
todos,>N
os,ACC
algares,ADVL
fundos,CJT
",",PUnc
e,ADVL
todas,CJT
as,CJT
taliscas,>N
apertadas,ACC
...,N<
Muitos,SUBJ
lutadores,SUBJ
ao,ADVL
baquearem,N<
pelas,ACC
ladeiras,N<
",",PUnc
em,ADVL
resvalos,CJT
",",PUnc
tinham,ADVL
caído,ADVL
em,ADVL
barrocais,N<
e,N<
grotas,N<
.,PUnc
outros,SUBJ
",",PUnc
mal,CJT
seguros,SUBJ
pelas,ACC
arestas,ACC
pontiagudas,ACC
das,N<
rochas,N<
atravessando-lhes,N<
as,ADVL
vestes,P<
",",PUnc
balouçavam-se,CJT
sobre,N<PRED
abismos,ACC
.,PUnc
e,SUBJ
",",PUnc
descendo,ADVL
às,ADVL
grotas,ACC
profundas,ACC
",",PUnc
e,N<PRED
alando-se,CJT
aos,CJT
vértices,ACC
dos,STA
fraguedos,ACC
abruptos,CJT
",",PUnc
colhiam-nos,CJT
os,ACC
companheiros,ADVL
compassivos,P<
.,PUnc
À,STA
tarde,ADVL
ultimava-se,ADVL
a,>N
missão,>N
piedosa,ACC
.,PUnc
Faltavam,STA
poucos,N<
",",PUnc
os,ACC
que,SUBJ
a,N<
tropa,N<
queimara,ADVL
.,PUnc
O,SUBJ
fúnebre,SUBJ
cortejo,SUBJ
seguia,ACC
agora,ADVL
para,ACC
Canudos,SUBJ
...,PUnc
Muito,SUBJ
baixo,STA
no,ADVL
horizonte,ADVL
",",PUnc
o,ACC
sol,SUBJ
descia,P<
vagarosamente,ADVL
",",PUnc
tangenciando,ADVL
com,ADVL
o,ACC
limbo,ACC
rutilante,N<
o,ACC
extremo,ACC
das,>N
chapadas,N<
remotas,N<
",",PUnc
e,ADVL
o,CJT
seu,>N
último,ADVL
clarão,P<
",",PUnc
a,ADVL
cavaleiro,SUBJ
das,P<
sombras,N<
",",PUnc
que,SUBJ
já,SUBJ
se,N<
adunavam,ADVL
nas,>N
baixadas,N<
",",PUnc
caía,CJT
sobre,ADVL
o,ACC
dorso,P<
da,N<
montanha,ACC
...,PUnc
Aclarou-o,ADVL
por,ADVL
momentos,N<
.,PUnc
Iluminou,N<
",",PUnc
fugaz,CJT
",",PUnc
o,ACC
préstito,CJT
",",PUnc
que,SUBJ
seguia,SUBJ
à,N<
cadência,ACC
das,ACC
rezas,N<
.,PUnc
Deslizou,SUBJ
",",PUnc
insensivelmente,ADVL
",",PUnc
subindo,ADVL
",",PUnc
à,ADVL
medida,ADVL
que,ACC
lentamente,N<
ascendiam,N<
as,ACC
sombras,ACC
",",PUnc
até,ADVL
ao,ADVL
alto,ADVL
",",PUnc
onde,ADVL
os,ACC
seus,N<
últimos,ACC
raios,P<
cintilaram,N<
nos,ACC
píncaros,>N
altaneiros,N<
.,PUnc
Estes,SUBJ
fulguravam,N<
por,ADVL
instantes,N<
",",PUnc
como,CJT
enormes,SUBJ
círios,ACC
",",PUnc
prestes,N<PRED
acesos,SUBJ
",",PUnc
prestes,ACC
apagados,CJT
",",PUnc
bruxuleando,ADVL
na,ADVL
meia,ADVL
luz,ACC
do,ADVL
crepúsculo,N<
.,PUnc
Brilharam,STA
as,STA
primeiras,>N
estrelas,P<
.,PUnc
Rutilando,ADVL
na,ADVL
altura,ADVL
",",PUnc
a,ADVL
cruz,SUBJ
resplandescente,ADVL
de,N<
Órion,ACC
alevantava-se,N<
sobre,N<
os,ACC
sertões,P<
...,N<
170,N<
Expedição,ADVL
Moreira,N<
César,ADVL
I.,N<
O,SUBJ
coronel,SUBJ
Antônio,ACC
Moreira,ADVL
César,N<
e,ACC
o,>N
meio,CJT
que,ACC
o,ACC
celebrizou,N<
.,PUnc
Primeira,ADVL
expedição,ADVL
regular,N<
.,PUnc
Como,ADVL
a,SA
aguardam,N<
os,ACC
jagunços,ADVL
.,PUnc
II,STA
.,PUnc
Partida,SUBJ
de,STA
Monte,>N
Santo,P<
.,PUnc
Primeiros,SUBJ
erros,ACC
.,PUnc
Nova,>N
estrada,SUBJ
.,ACC
Psicologia,SUBJ
do,ADVL
soldado,N<
.,PUnc
III,N<
.,PUnc
O,SUBJ
primeiro,>N
encontro,STA
.,PUnc
Pitombas,SUBJ
.,PUnc
Em,ADVL
acelerado,ADVL
!,>N
Dois,ADVL
cartões,ADVL
de,N<
visita,P<
a,ACC
Antônio,ADVL
Conselheiro,N<
.,PUnc
No,ADVL
alto,ADVL
da,N<
Favela,N<
.,PUnc
Um,STA
olhar,ADVL
sobre,STA
Canudos,ACC
.,PUnc
IV,N<
.,PUnc
A,STA
ordem,SUBJ
de,N<
batalha,N<
e,ACC
o,CJT
terreno,N<
.,PUnc
Cidadela-mundéu,STA
.,PUnc
Ataques,ADVL
.,PUnc
Saques,ADVL
antes,ADVL
do,ADVL
triunfo,N<
.,PUnc
Recuo,ADVL
.,ADVL
Ao,SUBJ
bater,ADVL
da,N<
Ave-Maria,N<
.,PUnc
V.,N<
Sobre,N<
o,ACC
Alto,N<
do,ADVL
Mário,N<
.,PUnc
VI,ACC
.,PUnc
Retirada,STA
.,PUnc
debandada,ADVL
.,PUnc
fuga,ADVL
.,PUnc
Um,ADVL
arsenal,ACC
ao,SUBJ
ar,ADVL
livre,ADVL
e,ACC
uma,>N
diversão,ACC
cruel,N<
.,PUnc
171,N<
Capítulo,N<
I,N<
Moreira,ADVL
César,ADVL
e,ACC
o,>N
meio,CJT
que,ACC
o,ACC
celebrizou,N<
.,PUnc
O,N<
novo,>N
insucesso,ACC
das,CJT
armas,ACC
legais,N<
",",PUnc
imprevisto,CJT
para,ADVL
toda,ACC
a,ACC
gente,ADVL
",",PUnc
coincidia,N<PRED
com,PIV
uma,>N
fase,>N
crítica,STA
da,N<
nossa,ACC
história,ADVL
.,PUnc
A,ACC
pique,SUBJ
ainda,ACC
das,ACC
lamentáveis,ADVL
conseqüências,N<
de,N<
sanguinolenta,>N
guerra,SC
civil,N<
",",PUnc
que,SUBJ
rematara,N<PRED
ininterrupta,ACC
série,SUBJ
de,N<
sedições,P<
e,ADVL
revoltas,CJT
",",PUnc
emergentes,N<PRED
desde,ADVL
os,ACC
primeiros,>N
dias,P<
do,N<
novo,>N
regímen,N<
",",PUnc
a,ACC
sociedade,ADVL
brasileira,ADVL
",",PUnc
em,ADVL
1897,P<
",",PUnc
tinha,ADVL
alto,ADVL
grau,ACC
de,N<
receptividade,ACC
para,ADVL
a,ACC
intrusão,ACC
de,N<
todos,>N
os,ACC
elementos,ADVL
revolucionários,ACC
e,ACC
dispersivos,CJT
.,PUnc
E,ACC
quando,ADVL
mais,ADVL
tarde,ADVL
alguém,STA
se,ACC
abalançar,N<
a,ACC
definir,ADVL
",",PUnc
à,CJT
luz,SUBJ
de,N<
expressivos,>N
documentos,N<
",",PUnc
a,>N
sua,SUBJ
psicologia,SUBJ
interessante,ADVL
naquela,N<
quadra,N<
",",PUnc
demonstrará,ADVL
a,N<
inadaptabilidade,ACC
do,ADVL
povo,N<
à,ACC
legislação,ADVL
superior,ACC
do,ADVL
sistema,ADVL
político,ADVL
recéminaugurado,N<
",",PUnc
como,ADVL
se,SUBJ
este,SUBJ
",",PUnc
pelo,ADVL
avantajar-se,ADVL
em,ADVL
demasia,ACC
ao,ACC
curso,ADVL
de,N<
uma,>N
evolução,ADVL
vagarosa,N<
",",PUnc
tivesse,ADVL
",",PUnc
como,OC
efeito,SUBJ
predominante,N<
",",PUnc
alastrar,ADVL
sobre,N<
o,ACC
país,P<
",",PUnc
que,SUBJ
se,SUBJ
amolentara,ADVL
no,ADVL
marasmo,N<
monárquico,ADVL
",",PUnc
intenso,SUBJ
espírito,ADVL
de,N<
desordem,P<
",",PUnc
precipitando,ADVL
a,ADVL
República,ADVL
por,ADVL
um,SUBJ
declive,N<
onde,ADVL
os,N<
desastres,N<
repontavam,N<
",",PUnc
ritmicamente,ADVL
",",PUnc
delatando,ADVL
a,ADVL
marcha,ACC
cíclica,ADVL
de,N<
uma,>N
moléstia,ACC
.,PUnc
O,N<
governo,SUBJ
civil,N<
",",PUnc
iniciado,ADVL
em,ADVL
1894,P<
",",PUnc
não,ADVL
tivera,STA
a,N<
base,ACC
essencial,N<
de,N<
uma,>N
opinião,>N
pública,N<
organizada,ACC
.,PUnc
Encontrara,STA
o,ACC
país,ACC
dividido,ADVL
em,ADVL
vitoriosos,P<
e,>N
vencidos,CJT
.,PUnc
E,STA
quedara,STA
na,N<
impotência,ACC
de,N<
corrigir,SUBJ
uma,ACC
situação,ACC
que,ACC
",",PUnc
não,ADVL
sendo,N<PRED
francamente,ADVL
revolucionária,ACC
e,ADVL
não,CJT
sendo,AUX
também,ADVL
normal,ACC
",",PUnc
repelia,N<PRED
por,ADVL
igual,ACC
os,ACC
recursos,ACC
extremos,SUBJ
da,ACC
forca,N<
e,ACC
o,ACC
influxo,CJT
sereno,ACC
das,ACC
leis,ADVL
.,PUnc
Estava,SUBJ
defronte,ADVL
de,N<
uma,>N
sociedade,ACC
que,ACC
",",PUnc
progredindo,ADVL
em,ADVL
saltos,ACC
",",PUnc
da,>N
máxima,STA
frouxidão,ACC
ao,ADVL
rigorismo,ADVL
máximo,ADVL
",",PUnc
das,CJT
conspirações,SUBJ
incessantes,ACC
aos,>N
estados,SUBJ
de,N<
sítio,>N
repetidos,P<
",",PUnc
parecia,CJT
espelhar,ADVL
incisivo,SUBJ
contraste,ACC
entre,ADVL
a,PIV
sua,>N
organização,P<
intelectual,N<
imperfeita,N<
e,N<
a,>N
organização,CJT
política,N<
incompreendida,N<
.,PUnc
De,N<
sorte,ADVL
que,ACC
",",PUnc
lhe,DAT
sendo,ADVL
impossível,ACC
substituir,SUBJ
o,ACC
lento,ACC
trabalho,ADVL
de,N<
evolução,ADVL
para,ACC
alevantar,N<
a,ACC
primeira,>N
ao,ADVL
nível,ACC
da,ACC
última,ACC
",",PUnc
deixava,N<PRED
que,SUBJ
se,ACC
verificasse,P<
o,ADVL
fenômeno,ACC
inverso,ADVL
:,ACC
a,N<PRED
significação,N<PRED
superior,ADVL
dos,SUBJ
princípios,ACC
democráticos,N<
decaía,ADVL
-,>N
sofismada,N<PRED
",",PUnc
invertida,CJT
",",PUnc
anulada,N<PRED
.,PUnc
Floriano,UTT
Peixoto,N<
Não,STA
havia,SUBJ
obstar,SUBJ
essa,ACC
descensão,ACC
.,PUnc
O,>N
governo,SUBJ
anterior,N<
",",PUnc
do,ADVL
marechal,N<
Floriano,N<
Peixoto,ACC
",",PUnc
tivera,CJT
",",PUnc
pelas,>N
circunstâncias,N<
especialíssimas,ACC
que,ACC
o,N<
rodearam,N<
",",PUnc
função,CJT
combatente,ADVL
e,ACC
demolidora,ADVL
.,PUnc
Mas,SUBJ
",",PUnc
no,ADVL
abater,N<
a,ACC
indisciplina,ACC
emergente,ADVL
de,N<
sucessivas,P<
sedições,P<
",",PUnc
agravara,ADVL
a,ACC
instabilidade,ACC
social,N<
e,N<
fora,ADVL
de,N<
algum,SUBJ
modo,ADVL
contraproducente,N<
",",PUnc
violando,ADVL
flagrantemente,ADVL
um,ADVL
programa,ACC
preestabelecido,N<
.,PUnc
Assim,ADVL
é,STA
que,SUBJ
",",N<
nascendo,ADVL
do,ADVL
revide,ADVL
triunfante,ACC
contra,ADVL
um,N<PRED
golpe,N<
de,ACC
Estado,P<
violador,ADVL
das,ACC
garantias,N<
constitucionais,N<
",",PUnc
criara,CJT
o,ACC
processo,ACC
da,N<
suspensão,ACC
de,N<ARGO
garantias,P<
.,PUnc
abraçado,STA
tenazmente,ADVL
à,N<
Constituição,ACC
",",PUnc
afogava-a,ADVL
.,PUnc
fazendo,ADVL
da,ADVL
legalidade,ACC
a,ACC
maior,N<
síntese,ADVL
de,N<
seus,>N
desígnios,ACC
",",PUnc
aquela,N<PRED
palavra,ADVL
",",PUnc
distendida,N<PRED
à,ADVL
consagração,ACC
de,N<ARGO
todos,>N
os,ACC
crimes,ADVL
",",PUnc
transmudara-se,>N
na,>N
fórmula,N<
antinômica,N<
de,N<
uma,ACC
terra,ACC
sem,ACC
leis,ACC
.,PUnc
De,>N
sorte,ADVL
que,ACC
o,ACC
inflexível,ACC
Marechal,SUBJ
de,N<
Ferro,ACC
tivera,N<
",",ADVL
talvez,ADVL
involuntariamente,ADVL
",",PUnc
porque,ADVL
a,ADVL
sua,ADVL
figura,ADVL
original,ACC
é,ACC
ainda,ADVL
um,ADVL
intricado,N<
enigma,ACC
",",PUnc
desfeita,STA
a,>N
missão,ACC
a,ACC
que,ACC
se,ACC-PASS
devotara,N<
.,PUnc
Apelando,ADVL
",",PUnc
nas,>N
aperturas,SUBJ
das,ACC
crises,P<
que,ACC
o,ACC
assoberbaram,N<
",",PUnc
incondicionalmente,ADVL
",",PUnc
para,N<PRED
todos,>N
os,ACC
recursos,ACC
",",PUnc
para,>N
todos,>N
os,ACC
meios,ADVL
e,CO
para,>N
todos,>N
os,ACC
adeptos,ADVL
",",PUnc
surgissem,ACC
de,N<
onde,ADVL
surgissem,N<
",",PUnc
agia,SUBJ
inteiramente,ADVL
fora,ADVL
da,ADVL
amplitude,ACC
da,ACC
opinião,ACC
nacional,ACC
",",PUnc
entre,ADVL
as,>N
paixões,N<
e,ADVL
interesses,CJT
de,N<
um,>N
partido,N<
que,ACC
",",PUnc
salvante,N<PRED
bem,N<
raras,>N
exceções,ACC
",",PUnc
congregava,N<PRED
todos,SUBJ
os,ACC
medíocres,N<
ambiciosos,N<
que,N<
",",N<
por,SUBJ
instinto,ADVL
natural,N<
de,N<
defesa,ADVL
",",PUnc
evitam,ADVL
as,ADVL
imposições,N<
severas,P<
de,N<
um,>N
meio,N<
social,N<
mais,N<
culto,ACC
.,PUnc
E,ADVL
ao,ADVL
debelar,ADVL
",",PUnc
nos,ACC
últimos,N<PRED
dias,ADVL
de,N<
seu,>N
governo,ACC
",",PUnc
a,ACC
Revolta,SUBJ
de,N<
Setembro,N<
",",PUnc
que,SUBJ
enfeixara,N<PRED
todas,N<
as,ACC
rebeldias,N<
contrariadas,N<
e,ACC
todos,>N
os,ACC
tumultos,ADVL
dos,ACC
anos,N<
anteriores,N<
",",PUnc
formara,CJT
",",PUnc
latentes,CJT
",",PUnc
prestes,P<
a,ADVL
explodir,ADVL
",",PUnc
os,ACC
germens,SUBJ
de,N<
mais,>N
perigosos,ACC
levantes,SUBJ
.,PUnc
172,N<
Destruíra,N<
e,CO
criara,ADVL
revoltosos,CJT
.,PUnc
Abatera,ADVL
a,ACC
desordem,ACC
com,ADVL
a,ACC
desordem,N<
.,PUnc
Ao,SUBJ
deixar,ADVL
o,ACC
poder,SUBJ
não,ADVL
levara,ACC
todos,>N
os,ACC
que,ACC
o,N<
haviam,SUBJ
acompanhado,ADVL
nos,ACC
transes,ACC
dificílimos,ACC
do,N<
governo,P<
.,PUnc
Ficaram,ACC
muitos,>N
agitadores,N<
",",PUnc
robustecidos,>N
numa,ADVL
intensa,N<
aprendizagem,ACC
de,N<ARGO
tropelias,P<
",",PUnc
e,N<PRED
estes,CJT
viam-se,N<
contrafeitos,ADVL
no,N<
plano,ACC
secundário,ADVL
a,ACC
que,SUBJ
naturalmente,N<
volviam,N<
.,PUnc
Traziam,STA
o,ACC
movimento,ACC
irreprimível,OC
de,SUBJ
uma,>N
carreira,>N
fácil,N<
e,CO
vertiginosa,>N
demais,N<
para,ADVL
estacar,SUBJ
de,N<
súbito,ACC
:,PUnc
dilataram-na,N<PRED
pela,ADVL
nova,N<
situação,ACC
adentro,ACC
.,PUnc
Viu-se,SUBJ
",",PUnc
então,STA
",",PUnc
um,N<PRED
caso,>N
vulgaríssimo,ACC
de,N<
psicologia,SUBJ
coletiva,ACC
:,PUnc
colhida,N<PRED
de,N<
surpresa,ACC
",",PUnc
a,ADVL
maioria,N<PRED
do,N<
país,ACC
inerte,SUBJ
e,ACC
absolutamente,ADVL
neutral,N<
constituiu-se,N<
veículo,ADVL
propício,CJT
à,N<
transmissão,ACC
de,N<ARGO
todos,>N
os,ACC
elementos,P<
condenáveis,N<
que,SUBJ
cada,N<
cidadão,N<
",",PUnc
isoladamente,ADVL
",",PUnc
deplorava,N<PRED
.,PUnc
Segundo,ADVL
o,ACC
processo,N<
instintivo,N<
",",PUnc
que,SUBJ
lembra,N<
na,N<
esfera,ADVL
social,ACC
a,ACC
herança,ACC
de,N<
remotíssima,>N
predisposição,>N
biológica,N<
",",PUnc
tão,ACC
bem,ACC
expressa,N<
no,ACC
mimetismo,N<
psíquico,ACC
de,N<
que,SUBJ
nos,N<
fala,ADVL
Scipio,N<
Sighele,SUBJ
",",PUnc
as,N<PRED
maiorias,SUBJ
conscientes,N<
",",PUnc
mas,>N
tímidas,CJT
",",PUnc
revestiam-se,ADVL
",",PUnc
em,ADVL
parte,ADVL
",",PUnc
da,ADVL
mesma,STA
feição,ADVL
moral,N<
dos,SUBJ
medíocres,N<
atrevidos,N<
que,ACC
Ihes,N<
tomavam,N<
a,ACC
frente,ADVL
.,PUnc
Surgiram,ADVL
",",PUnc
então,STA
",",PUnc
na,>N
tribuna,N<PRED
",",PUnc
na,N<PRED
imprensa,N<
e,ADVL
nas,>N
ruas,CJT
-,>N
sobretudo,>N
nas,>N
ruas,N<
-,PUnc
",",PUnc
individualidades,N<PRED
que,ACC
nas,SUBJ
situações,N<
normais,ACC
tombariam,N<
à,ADVL
pressão,ACC
do,N<
próprio,N<
ridículo,ADVL
.,PUnc
Sem,ADVL
ideais,SUBJ
",",PUnc
sem,ADVL
orientação,ACC
nobilitadora,N<
",",PUnc
peados,ADVL
num,SUBJ
estreito,ADVL
círculo,ACC
de,N<
idéias,ACC
",",PUnc
em,ADVL
que,ACC
o,ACC
entusiasmo,N<
suspeito,ADVL
pela,ADVL
República,ADVL
se,ACC
aliava,ADVL
a,ACC
nativismo,ACC
extemporâneo,N<
e,ACC
à,CJT
cópia,ADVL
grosseira,N<
de,N<
um,>N
jacobinismo,ACC
pouco,SC
lisonjeiro,SUBJ
à,ACC
história,ADVL
-,>N
aqueles,SUBJ
agitadores,ADVL
começaram,ADVL
a,N<
viver,MV
da,N<
exploração,N<
pecaminosa,ACC
de,N<ARGO
um,>N
cadáver,ACC
.,PUnc
O,>N
túmulo,SUBJ
do,ADVL
marechal,N<
Floriano,N<
Peixoto,SUBJ
foi,ACC
transmudado,ADVL
na,ADVL
arca,ACC
de,N<
aliança,>N
da,N<
rebeldia,ACC
impenitente,ADVL
e,CO
o,ACC
nome,CJT
do,ADVL
grande,ACC
homem,ADVL
fez-se,ACC
a,>N
palavra,N<
de,N<
ordem,ACC
da,N<
desordem,N<
.,PUnc
A,SUBJ
retração,SUBJ
criminosa,STA
da,ACC
maioria,ACC
pensante,ACC
do,N<
país,ADVL
permitia,ACC
todos,>N
os,ACC
excessos,ADVL
.,PUnc
e,ADVL
no,>N
meio,CJT
da,ACC
indiferença,N<
geral,N<
todas,N<PRED
as,N<
mediocridades,P<
irritadiças,P<
conseguiram,N<
imprimir,ACC
àquela,ACC
quadra,ADVL
",",PUnc
felizmente,ADVL
transitória,ACC
e,N<
breve,CJT
",",PUnc
o,N<PRED
traço,ADVL
mais,ADVL
vivo,ACC
que,ACC
a,N<
caracteriza,ACC
.,PUnc
Não,SUBJ
lhes,SUBJ
bastavam,N<
as,>N
cisões,ACC
remanescentes,P<
",",PUnc
nem,>N
os,ACC
assustava,ADVL
uma,ACC
situação,ACC
econômica,ACC
desesperadora,N<
:,PUnc
anelavam,N<PRED
avolumar,N<PRED
aquelas,ACC
e,ACC
tornar,CJT
a,ACC
última,>N
insolúvel,N<
.,PUnc
E,ACC
como,SC
o,ACC
exército,SUBJ
se,ACC
erigia,ACC
",",PUnc
ilogicamente,CJT
",",PUnc
desde,ADVL
o,ACC
movimento,ACC
abolicionista,N<
até,ADVL
à,ACC
proclamação,ACC
da,N<
República,N<
",",PUnc
em,ADVL
elemento,ADVL
ponderador,ADVL
das,N<
agitações,N<
nacionais,N<
",",PUnc
cortejavam-no,CJT
",",PUnc
captavam-no,N<
",",PUnc
atraíam-no,CJT
afanosa,ADVL
e,ACC
imprudentemente,CJT
.,PUnc
Ora,N<
",",PUnc
de,STA
todo,>N
o,ACC
exército,N<
",",PUnc
um,N<PRED
coronel,SUBJ
de,N<
infantaria,ACC
",",PUnc
Antônio,ADVL
Moreira,ADVL
César,ACC
",",PUnc
era,STA
quem,SUBJ
parecia,N<
haver,ADVL
herdado,N<
a,N<
tenacidade,ACC
rara,ADVL
do,N<
grande,ACC
debelador,ADVL
de,N<
revoltas,P<
.,PUnc
O,SUBJ
feiticismo,SUBJ
político,ADVL
exigia,ACC
manipansos,ACC
de,N<
farda,ACC
.,PUnc
Escolheram-no,SUBJ
para,ADVL
novo,>N
ídolo,ADVL
.,PUnc
Moreira,ADVL
César,ADVL
E,STA
à,ADVL
nova,N<
do,ADVL
desastre,N<
",",PUnc
avolumando,ADVL
a,ADVL
gravidade,ACC
da,ADVL
luta,N<
nos,ACC
sertões,N<
",",PUnc
o,>N
governo,SUBJ
não,ADVL
descobriu,STA
quem,SUBJ
melhor,SUBJ
lhe,DAT
pudesse,ADVL
balancear,SUBJ
as,STA
exigências,ACC
gravíssimas,P<
.,PUnc
Escolheu-o,SUBJ
para,ADVL
chefe,SUBJ
da,N<
expedição,ACC
vingadora,N<
.,PUnc
Em,ADVL
torno,ADVL
do,N<
nomeado,ADVL
criara-se,ACC
uma,ACC
legenda,ACC
de,N<
bravura,ACC
.,PUnc
Recém-vindo,ADVL
de,N<
Santa,>N
Catarina,ADVL
",",PUnc
onde,ADVL
fora,N<PRED
o,SUBJ
principal,ACC
ator,SC
no,ACC
epílogo,ADVL
da,ADVL
campanha,ACC
federalista,SUBJ
do,N<
Rio,ACC
Grande,N<
",",PUnc
tinha,N<PRED
excepcional,ADVL
renome,SUBJ
feito,N<
de,N<
aclamações,ACC
e,ACC
apodos,CJT
",",PUnc
consoante,ADVL
o,ACC
modo,ACC
de,N<
julgar,SUBJ
incoerente,ADVL
e,ACC
extremado,>N
da,N<
época,N<
em,ADVL
que,ACC
eram,N<
vivos,ACC
os,ACC
mínimos,ADVL
incidentes,ADVL
da,N<
guerra,STA
civil,N<
distendida,ACC
da,N<
baía,ACC
do,ADVL
Rio,ACC
de,N<
Janeiro,N<
para,ACC
o,ACC
Sul,ACC
",",PUnc
pela,STA
Revolta,SUBJ
da,ADVL
Esquadra,N<
.,PUnc
173,N<
Entre,ADVL
dois,ADVL
extremos,ACC
",",PUnc
do,ADVL
arrojo,ADVL
de,N<
Gumercindo,ADVL
Saraiva,ACC
à,ADVL
abnegação,ACC
de,N<
Gomes,>N
Carneiro,N<
",",PUnc
a,ADVL
opinião,ADVL
nacional,N<
oscilava,ACC
espelhando,ADVL
os,ACC
mais,ADVL
díspares,CJT
conceitos,STA
no,ADVL
aquilatar,ADVL
vitoriosos,ACC
e,N<
vencidos,CJT
.,PUnc
e,ADVL
nessa,>N
instabilidade,CJT
",",PUnc
nesse,ADVL
baralhamento,SUBJ
",",PUnc
nesse,CJT
afogueado,ADVL
expandir,SUBJ
da,ACC
nossa,ACC
sentimentalidade,ADVL
suspeita,N<
",",PUnc
o,ACC
que,SUBJ
de,N<
fato,SUBJ
se,ACC
fazia,ADVL
em,ADVL
todos,>N
os,ACC
tons,ADVL
",",PUnc
com,N<PRED
.,PUnc
todas,SUBJ
as,STA
cores,P<
e,ACC
sob,CJT
